id,productId,region,units,soldAt
S-103007,P-1230,South,11,2024-10-01T00:00:00.000Z
S-103008,P-1154,North,2,2024-12-08T00:00:00.000Z
S-103009,P-1176,South,16,2024-08-11T00:00:00.000Z
S-103010,P-1139,Central,75,2024-02-20T00:00:00.000Z
S-103011,P-1042,North,30,2024-07-17T00:00:00.000Z
S-103012,P-1116,North,31,2024-03-13T00:00:00.000Z
S-103013,P-1205,West,12,2024-07-06T00:00:00.000Z
S-103014,P-1203,Central,26,2024-05-27T00:00:00.000Z
S-103015,P-1191,South,39,2024-11-22T00:00:00.000Z
S-103016,P-1039,West,17,2024-03-08T00:00:00.000Z
S-103017,P-1215,West,14,2024-12-22T00:00:00.000Z
S-103018,P-1038,Central,77,2024-06-27T00:00:00.000Z
S-103019,P-1053,East,15,2024-04-03T00:00:00.000Z
S-103020,P-1209,East,40,2024-08-11T00:00:00.000Z
S-103021,P-1135,West,47,2024-09-10T00:00:00.000Z
S-103022,P-1063,Central,67,2024-07-05T00:00:00.000Z
S-103023,P-1082,North,7,2024-01-21T00:00:00.000Z
S-103024,P-1205,Central,55,2024-03-08T00:00:00.000Z
S-103025,P-1027,Central,42,2024-09-17T00:00:00.000Z
S-103026,P-1072,North,74,2024-10-06T00:00:00.000Z
S-103027,P-1135,South,50,2024-11-05T00:00:00.000Z
S-103028,P-1200,East,50,2024-07-12T00:00:00.000Z
S-103029,P-1033,West,63,2024-10-16T00:00:00.000Z
S-103030,P-1185,West,73,2024-09-23T00:00:00.000Z
S-103031,P-1183,East,5,2024-12-28T00:00:00.000Z
S-103032,P-1117,South,10,2024-09-23T00:00:00.000Z
S-103033,P-1042,North,54,2024-06-30T00:00:00.000Z
S-103034,P-1220,West,3,2024-09-16T00:00:00.000Z
S-103035,P-1132,West,42,2024-08-04T00:00:00.000Z
S-103036,P-1032,West,20,2024-02-14T00:00:00.000Z
S-103037,P-1027,East,9,2024-02-22T00:00:00.000Z
S-103038,P-1214,East,4,2024-12-07T00:00:00.000Z
S-103039,P-1027,North,3,2024-11-28T00:00:00.000Z
S-103040,P-1176,South,22,2024-01-18T00:00:00.000Z
S-103041,P-1164,South,24,2024-09-27T00:00:00.000Z
S-103042,P-1179,Central,44,2024-06-01T00:00:00.000Z
S-103043,P-1099,West,35,2024-04-20T00:00:00.000Z
S-103044,P-1012,East,78,2024-08-21T00:00:00.000Z
S-103045,P-1222,East,12,2024-06-06T00:00:00.000Z
S-103046,P-1183,South,6,2024-09-06T00:00:00.000Z
S-103047,P-1044,Central,25,2024-10-12T00:00:00.000Z
S-103048,P-1218,West,55,2024-12-06T00:00:00.000Z
S-103049,P-1128,Central,24,2024-02-13T00:00:00.000Z
S-103050,P-1044,East,75,2024-02-02T00:00:00.000Z
S-103051,P-1003,Central,79,2024-02-04T00:00:00.000Z
S-103052,P-1124,South,50,2024-03-02T00:00:00.000Z
S-103053,P-1006,Central,38,2024-12-16T00:00:00.000Z
S-103054,P-1033,North,1,2024-09-28T00:00:00.000Z
S-103055,P-1024,North,42,2024-09-27T00:00:00.000Z
S-103056,P-1084,West,74,2024-12-11T00:00:00.000Z
S-103057,P-1060,North,9,2024-05-11T00:00:00.000Z
S-103058,P-1104,West,21,2024-10-27T00:00:00.000Z
S-103059,P-1069,East,69,2024-02-24T00:00:00.000Z
S-103060,P-1208,South,17,2024-01-15T00:00:00.000Z
S-103061,P-1105,South,29,2024-04-20T00:00:00.000Z
S-103062,P-1020,Central,27,2024-04-14T00:00:00.000Z
S-103063,P-1147,North,62,2024-11-15T00:00:00.000Z
S-103064,P-1088,North,53,2024-09-20T00:00:00.000Z
S-103065,P-1043,Central,43,2024-11-23T00:00:00.000Z
S-103066,P-1145,South,43,2024-03-06T00:00:00.000Z
S-103067,P-1230,Central,52,2024-08-31T00:00:00.000Z
S-103068,P-1094,Central,7,2024-02-21T00:00:00.000Z
S-103069,P-1225,Central,6,2024-08-07T00:00:00.000Z
S-103070,P-1089,North,14,2024-04-29T00:00:00.000Z
S-103071,P-1229,East,29,2024-01-23T00:00:00.000Z
S-103072,P-1212,East,35,2024-12-28T00:00:00.000Z
S-103073,P-1084,Central,75,2024-12-08T00:00:00.000Z
S-103074,P-1229,Central,66,2024-05-25T00:00:00.000Z
S-103075,P-1152,Central,40,2024-01-05T00:00:00.000Z
S-103076,P-1143,South,33,2024-05-09T00:00:00.000Z
S-103077,P-1168,North,69,2024-04-15T00:00:00.000Z
S-103078,P-1023,West,69,2024-01-22T00:00:00.000Z
S-103079,P-1064,West,51,2024-09-23T00:00:00.000Z
S-103080,P-1093,Central,13,2024-08-11T00:00:00.000Z
S-103081,P-1161,Central,1,2024-09-08T00:00:00.000Z
S-103082,P-1067,East,49,2024-05-04T00:00:00.000Z
S-103083,P-1211,North,42,2024-01-22T00:00:00.000Z
S-103084,P-1225,Central,49,2024-01-21T00:00:00.000Z
S-103085,P-1032,North,17,2024-09-24T00:00:00.000Z
S-103086,P-1015,North,74,2024-03-13T00:00:00.000Z
S-103087,P-1051,North,64,2024-11-01T00:00:00.000Z
S-103088,P-1026,South,64,2024-04-14T00:00:00.000Z
S-103089,P-1117,Central,80,2024-05-20T00:00:00.000Z
S-103090,P-1103,East,69,2024-11-03T00:00:00.000Z
S-103091,P-1166,South,9,2024-08-10T00:00:00.000Z
S-103092,P-1041,Central,66,2024-07-09T00:00:00.000Z
S-103093,P-1225,North,11,2024-10-15T00:00:00.000Z
S-103094,P-1077,South,47,2024-09-21T00:00:00.000Z
S-103095,P-1025,Central,29,2024-11-10T00:00:00.000Z
S-103096,P-1106,South,26,2024-12-07T00:00:00.000Z
S-103097,P-1212,North,1,2024-03-28T00:00:00.000Z
S-103098,P-1134,North,80,2024-12-27T00:00:00.000Z
S-103099,P-1070,Central,62,2024-09-15T00:00:00.000Z
S-103100,P-1221,North,4,2024-05-17T00:00:00.000Z
S-103101,P-1191,East,68,2024-09-28T00:00:00.000Z
S-103102,P-1046,North,75,2024-12-09T00:00:00.000Z
S-103103,P-1029,South,52,2024-09-25T00:00:00.000Z
S-103104,P-1157,North,15,2024-08-18T00:00:00.000Z
S-103105,P-1009,Central,23,2024-04-27T00:00:00.000Z
S-103106,P-1116,North,23,2024-06-06T00:00:00.000Z
S-103107,P-1184,Central,78,2024-02-28T00:00:00.000Z
S-103108,P-1018,North,24,2024-04-27T00:00:00.000Z
S-103109,P-1059,East,66,2024-02-26T00:00:00.000Z
S-103110,P-1072,Central,39,2024-01-07T00:00:00.000Z
S-103111,P-1153,North,8,2024-02-07T00:00:00.000Z
S-103112,P-1062,North,67,2024-07-10T00:00:00.000Z
S-103113,P-1055,South,2,2024-12-02T00:00:00.000Z
S-103114,P-1204,North,45,2024-12-12T00:00:00.000Z
S-103115,P-1105,West,51,2024-09-04T00:00:00.000Z
S-103116,P-1238,North,17,2024-09-13T00:00:00.000Z
S-103117,P-1049,South,52,2024-05-04T00:00:00.000Z
S-103118,P-1023,East,31,2024-07-15T00:00:00.000Z
S-103119,P-1114,South,31,2024-03-06T00:00:00.000Z
S-103120,P-1096,South,3,2024-09-15T00:00:00.000Z
S-103121,P-1237,Central,10,2024-04-16T00:00:00.000Z
S-103122,P-1053,South,17,2024-02-26T00:00:00.000Z
S-103123,P-1021,North,20,2024-11-03T00:00:00.000Z
S-103124,P-1161,Central,40,2024-10-29T00:00:00.000Z
S-103125,P-1102,North,37,2024-05-17T00:00:00.000Z
S-103126,P-1206,East,36,2024-10-08T00:00:00.000Z
S-103127,P-1066,East,65,2024-11-11T00:00:00.000Z
S-103128,P-1070,South,18,2024-12-11T00:00:00.000Z
S-103129,P-1051,Central,80,2024-12-22T00:00:00.000Z
S-103130,P-1012,South,36,2024-07-08T00:00:00.000Z
S-103131,P-1075,West,51,2024-05-06T00:00:00.000Z
S-103132,P-1171,East,9,2024-06-22T00:00:00.000Z
S-103133,P-1152,Central,44,2024-02-21T00:00:00.000Z
S-103134,P-1214,East,76,2024-04-25T00:00:00.000Z
S-103135,P-1048,East,27,2024-08-06T00:00:00.000Z
S-103136,P-1032,West,55,2024-09-28T00:00:00.000Z
S-103137,P-1225,West,9,2024-04-14T00:00:00.000Z
S-103138,P-1106,West,5,2024-10-21T00:00:00.000Z
S-103139,P-1121,East,31,2024-11-13T00:00:00.000Z
S-103140,P-1181,North,49,2024-02-04T00:00:00.000Z
S-103141,P-1089,West,22,2024-07-06T00:00:00.000Z
S-103142,P-1155,Central,57,2024-08-23T00:00:00.000Z
S-103143,P-1149,West,16,2024-03-30T00:00:00.000Z
S-103144,P-1236,North,58,2024-06-17T00:00:00.000Z
S-103145,P-1107,West,26,2024-01-11T00:00:00.000Z
S-103146,P-1135,Central,26,2024-07-23T00:00:00.000Z
S-103147,P-1020,West,69,2024-12-04T00:00:00.000Z
S-103148,P-1141,North,73,2024-01-05T00:00:00.000Z
S-103149,P-1064,East,1,2024-01-15T00:00:00.000Z
S-103150,P-1081,Central,31,2024-01-31T00:00:00.000Z
S-103151,P-1039,South,5,2024-12-27T00:00:00.000Z
S-103152,P-1223,North,1,2024-03-18T00:00:00.000Z
S-103153,P-1030,South,7,2024-02-01T00:00:00.000Z
S-103154,P-1148,East,35,2024-10-10T00:00:00.000Z
S-103155,P-1140,East,33,2024-02-13T00:00:00.000Z
S-103156,P-1186,South,47,2024-09-18T00:00:00.000Z
S-103157,P-1162,North,55,2024-07-06T00:00:00.000Z
S-103158,P-1187,North,14,2024-02-08T00:00:00.000Z
S-103159,P-1234,West,42,2024-03-06T00:00:00.000Z
S-103160,P-1213,East,25,2024-02-02T00:00:00.000Z
S-103161,P-1212,Central,77,2024-04-15T00:00:00.000Z
S-103162,P-1101,East,20,2024-01-21T00:00:00.000Z
S-103163,P-1064,South,56,2024-10-21T00:00:00.000Z
S-103164,P-1106,Central,62,2024-06-14T00:00:00.000Z
S-103165,P-1098,Central,76,2024-12-01T00:00:00.000Z
S-103166,P-1198,East,18,2024-06-03T00:00:00.000Z
S-103167,P-1149,North,75,2024-07-10T00:00:00.000Z
S-103168,P-1058,South,27,2024-01-23T00:00:00.000Z
S-103169,P-1048,Central,44,2024-09-14T00:00:00.000Z
S-103170,P-1049,East,33,2024-03-29T00:00:00.000Z
S-103171,P-1233,South,57,2024-08-25T00:00:00.000Z
S-103172,P-1098,Central,75,2024-03-29T00:00:00.000Z
S-103173,P-1106,West,71,2024-09-22T00:00:00.000Z
S-103174,P-1135,North,15,2024-11-19T00:00:00.000Z
S-103175,P-1148,West,74,2024-11-28T00:00:00.000Z
S-103176,P-1100,South,63,2024-04-29T00:00:00.000Z
S-103177,P-1157,East,1,2024-05-01T00:00:00.000Z
S-103178,P-1101,Central,36,2024-03-04T00:00:00.000Z
S-103179,P-1086,West,46,2024-04-07T00:00:00.000Z
S-103180,P-1138,West,12,2024-08-01T00:00:00.000Z
S-103181,P-1231,South,29,2024-07-08T00:00:00.000Z
S-103182,P-1051,Central,15,2024-02-25T00:00:00.000Z
S-103183,P-1181,East,55,2024-07-29T00:00:00.000Z
S-103184,P-1146,South,13,2024-12-04T00:00:00.000Z
S-103185,P-1014,West,28,2024-05-14T00:00:00.000Z
S-103186,P-1211,South,55,2024-05-11T00:00:00.000Z
S-103187,P-1114,West,63,2024-01-07T00:00:00.000Z
S-103188,P-1075,East,63,2024-01-31T00:00:00.000Z
S-103189,P-1112,East,16,2024-10-10T00:00:00.000Z
S-103190,P-1174,North,24,2024-09-18T00:00:00.000Z
S-103191,P-1236,North,21,2024-08-08T00:00:00.000Z
S-103192,P-1029,East,42,2024-10-17T00:00:00.000Z
S-103193,P-1005,West,34,2024-08-13T00:00:00.000Z
S-103194,P-1116,Central,57,2024-03-04T00:00:00.000Z
S-103195,P-1124,West,28,2024-09-26T00:00:00.000Z
S-103196,P-1215,East,33,2024-12-07T00:00:00.000Z
S-103197,P-1050,West,64,2024-08-06T00:00:00.000Z
S-103198,P-1198,East,18,2024-11-08T00:00:00.000Z
S-103199,P-1209,Central,44,2024-08-09T00:00:00.000Z
S-103200,P-1206,North,1,2024-05-11T00:00:00.000Z
S-103201,P-1194,Central,29,2024-12-12T00:00:00.000Z
S-103202,P-1134,West,27,2024-01-01T00:00:00.000Z
S-103203,P-1050,West,42,2024-01-10T00:00:00.000Z
S-103204,P-1102,Central,33,2024-11-04T00:00:00.000Z
S-103205,P-1028,South,33,2024-06-23T00:00:00.000Z
S-103206,P-1003,North,15,2024-07-26T00:00:00.000Z
S-103207,P-1135,Central,24,2024-12-13T00:00:00.000Z
S-103208,P-1134,East,46,2024-07-11T00:00:00.000Z
S-103209,P-1141,North,52,2024-10-03T00:00:00.000Z
S-103210,P-1078,Central,78,2024-02-29T00:00:00.000Z
S-103211,P-1014,West,23,2024-05-25T00:00:00.000Z
S-103212,P-1003,Central,66,2024-12-14T00:00:00.000Z
S-103213,P-1028,East,13,2024-01-22T00:00:00.000Z
S-103214,P-1237,South,67,2024-05-08T00:00:00.000Z
S-103215,P-1050,North,62,2024-03-06T00:00:00.000Z
S-103216,P-1162,East,47,2024-09-16T00:00:00.000Z
S-103217,P-1131,East,61,2024-03-26T00:00:00.000Z
S-103218,P-1180,Central,67,2024-04-21T00:00:00.000Z
S-103219,P-1005,East,33,2024-03-17T00:00:00.000Z
S-103220,P-1096,West,34,2024-09-28T00:00:00.000Z
S-103221,P-1085,West,13,2024-12-03T00:00:00.000Z
S-103222,P-1096,North,38,2024-02-10T00:00:00.000Z
S-103223,P-1131,North,22,2024-10-28T00:00:00.000Z
S-103224,P-1099,East,42,2024-03-13T00:00:00.000Z
S-103225,P-1057,North,49,2024-09-18T00:00:00.000Z
S-103226,P-1048,East,80,2024-08-15T00:00:00.000Z
S-103227,P-1193,West,69,2024-03-15T00:00:00.000Z
S-103228,P-1219,West,72,2024-09-11T00:00:00.000Z
S-103229,P-1218,South,67,2024-08-10T00:00:00.000Z
S-103230,P-1103,West,32,2024-06-23T00:00:00.000Z
S-103231,P-1205,North,38,2024-02-12T00:00:00.000Z
S-103232,P-1222,North,64,2024-11-03T00:00:00.000Z
S-103233,P-1021,Central,8,2024-07-11T00:00:00.000Z
S-103234,P-1191,West,10,2024-06-28T00:00:00.000Z
S-103235,P-1059,East,5,2024-09-10T00:00:00.000Z
S-103236,P-1167,North,54,2024-08-04T00:00:00.000Z
S-103237,P-1232,East,28,2024-09-25T00:00:00.000Z
S-103238,P-1079,South,48,2024-07-04T00:00:00.000Z
S-103239,P-1138,North,35,2024-12-01T00:00:00.000Z
S-103240,P-1114,North,20,2024-05-01T00:00:00.000Z
S-103241,P-1129,West,61,2024-09-01T00:00:00.000Z
S-103242,P-1231,South,58,2024-03-19T00:00:00.000Z
S-103243,P-1074,West,5,2024-12-20T00:00:00.000Z
S-103244,P-1167,Central,39,2024-12-28T00:00:00.000Z
S-103245,P-1141,South,58,2024-01-22T00:00:00.000Z
S-103246,P-1132,Central,15,2024-05-02T00:00:00.000Z
S-103247,P-1212,Central,18,2024-06-07T00:00:00.000Z
S-103248,P-1002,Central,18,2024-07-28T00:00:00.000Z
S-103249,P-1160,North,66,2024-04-13T00:00:00.000Z
S-103250,P-1086,South,31,2024-09-23T00:00:00.000Z
S-103251,P-1065,Central,74,2024-04-15T00:00:00.000Z
S-103252,P-1068,North,24,2024-03-29T00:00:00.000Z
S-103253,P-1136,South,49,2024-11-07T00:00:00.000Z
S-103254,P-1011,Central,58,2024-01-24T00:00:00.000Z
S-103255,P-1209,North,58,2024-08-11T00:00:00.000Z
S-103256,P-1073,South,29,2024-02-07T00:00:00.000Z
S-103257,P-1008,East,20,2024-11-04T00:00:00.000Z
S-103258,P-1015,South,10,2024-04-20T00:00:00.000Z
S-103259,P-1225,South,49,2024-08-02T00:00:00.000Z
S-103260,P-1128,North,46,2024-11-13T00:00:00.000Z
S-103261,P-1186,Central,36,2024-09-09T00:00:00.000Z
S-103262,P-1127,Central,65,2024-07-11T00:00:00.000Z
S-103263,P-1228,East,3,2024-11-22T00:00:00.000Z
S-103264,P-1075,North,49,2024-01-04T00:00:00.000Z
S-103265,P-1141,North,18,2024-11-02T00:00:00.000Z
S-103266,P-1082,North,11,2024-12-11T00:00:00.000Z
S-103267,P-1161,South,67,2024-08-21T00:00:00.000Z
S-103268,P-1130,East,59,2024-11-11T00:00:00.000Z
S-103269,P-1043,South,80,2024-04-02T00:00:00.000Z
S-103270,P-1127,North,24,2024-01-22T00:00:00.000Z
S-103271,P-1094,West,48,2024-04-27T00:00:00.000Z
S-103272,P-1142,North,56,2024-11-19T00:00:00.000Z
S-103273,P-1138,Central,72,2024-11-02T00:00:00.000Z
S-103274,P-1158,South,44,2024-12-24T00:00:00.000Z
S-103275,P-1202,North,38,2024-02-03T00:00:00.000Z
S-103276,P-1209,West,9,2024-12-08T00:00:00.000Z
S-103277,P-1080,East,53,2024-11-10T00:00:00.000Z
S-103278,P-1075,South,11,2024-11-13T00:00:00.000Z
S-103279,P-1174,West,73,2024-01-31T00:00:00.000Z
S-103280,P-1135,East,3,2024-02-15T00:00:00.000Z
S-103281,P-1156,South,25,2024-12-06T00:00:00.000Z
S-103282,P-1128,North,55,2024-09-22T00:00:00.000Z
S-103283,P-1114,West,6,2024-07-23T00:00:00.000Z
S-103284,P-1133,South,6,2024-02-26T00:00:00.000Z
S-103285,P-1013,North,51,2024-06-21T00:00:00.000Z
S-103286,P-1190,East,24,2024-06-16T00:00:00.000Z
S-103287,P-1156,East,4,2024-06-30T00:00:00.000Z
S-103288,P-1077,North,11,2024-07-11T00:00:00.000Z
S-103289,P-1227,West,69,2024-08-04T00:00:00.000Z
S-103290,P-1215,Central,10,2024-10-16T00:00:00.000Z
S-103291,P-1171,West,64,2024-10-08T00:00:00.000Z
S-103292,P-1041,Central,9,2024-04-04T00:00:00.000Z
S-103293,P-1226,Central,42,2024-06-10T00:00:00.000Z
S-103294,P-1206,West,26,2024-09-13T00:00:00.000Z
S-103295,P-1094,South,54,2024-12-08T00:00:00.000Z
S-103296,P-1021,East,32,2024-08-22T00:00:00.000Z
S-103297,P-1042,North,36,2024-07-08T00:00:00.000Z
S-103298,P-1210,East,65,2024-10-29T00:00:00.000Z
S-103299,P-1005,East,4,2024-10-01T00:00:00.000Z
S-103300,P-1075,East,23,2024-05-26T00:00:00.000Z
S-103301,P-1090,South,28,2024-03-06T00:00:00.000Z
S-103302,P-1198,South,43,2024-02-21T00:00:00.000Z
S-103303,P-1144,North,14,2024-07-16T00:00:00.000Z
S-103304,P-1069,South,33,2024-05-05T00:00:00.000Z
S-103305,P-1060,Central,60,2024-10-29T00:00:00.000Z
S-103306,P-1131,East,35,2024-12-12T00:00:00.000Z
S-103307,P-1107,West,62,2024-09-05T00:00:00.000Z
S-103308,P-1119,North,45,2024-02-17T00:00:00.000Z
S-103309,P-1024,South,71,2024-09-23T00:00:00.000Z
S-103310,P-1067,East,60,2024-01-12T00:00:00.000Z
S-103311,P-1069,North,79,2024-03-06T00:00:00.000Z
S-103312,P-1191,Central,74,2024-06-25T00:00:00.000Z
S-103313,P-1146,East,52,2024-11-03T00:00:00.000Z
S-103314,P-1098,South,68,2024-08-25T00:00:00.000Z
S-103315,P-1140,Central,28,2024-10-30T00:00:00.000Z
S-103316,P-1142,East,39,2024-11-24T00:00:00.000Z
S-103317,P-1138,East,2,2024-05-21T00:00:00.000Z
S-103318,P-1211,South,77,2024-08-06T00:00:00.000Z
S-103319,P-1091,South,56,2024-03-18T00:00:00.000Z
S-103320,P-1050,East,75,2024-05-22T00:00:00.000Z
S-103321,P-1239,West,41,2024-04-05T00:00:00.000Z
S-103322,P-1116,Central,61,2024-11-24T00:00:00.000Z
S-103323,P-1090,South,65,2024-07-26T00:00:00.000Z
S-103324,P-1192,Central,28,2024-03-20T00:00:00.000Z
S-103325,P-1139,West,21,2024-10-21T00:00:00.000Z
S-103326,P-1042,South,63,2024-08-29T00:00:00.000Z
S-103327,P-1097,Central,77,2024-09-17T00:00:00.000Z
S-103328,P-1218,West,3,2024-08-21T00:00:00.000Z
S-103329,P-1091,North,56,2024-05-24T00:00:00.000Z
S-103330,P-1154,Central,13,2024-04-28T00:00:00.000Z
S-103331,P-1109,North,56,2024-03-27T00:00:00.000Z
S-103332,P-1084,North,72,2024-10-04T00:00:00.000Z
S-103333,P-1123,West,68,2024-02-24T00:00:00.000Z
S-103334,P-1134,West,11,2024-11-14T00:00:00.000Z
S-103335,P-1155,South,52,2024-11-23T00:00:00.000Z
S-103336,P-1150,West,58,2024-05-15T00:00:00.000Z
S-103337,P-1213,East,79,2024-09-12T00:00:00.000Z
S-103338,P-1177,Central,31,2024-12-15T00:00:00.000Z
S-103339,P-1200,Central,48,2024-03-17T00:00:00.000Z
S-103340,P-1147,Central,36,2024-07-24T00:00:00.000Z
S-103341,P-1160,North,72,2024-12-20T00:00:00.000Z
S-103342,P-1046,West,12,2024-08-21T00:00:00.000Z
S-103343,P-1110,Central,24,2024-03-23T00:00:00.000Z
S-103344,P-1064,East,34,2024-11-20T00:00:00.000Z
S-103345,P-1153,Central,58,2024-12-24T00:00:00.000Z
S-103346,P-1174,West,37,2024-11-12T00:00:00.000Z
S-103347,P-1207,East,35,2024-04-04T00:00:00.000Z
S-103348,P-1042,North,37,2024-12-20T00:00:00.000Z
S-103349,P-1217,Central,13,2024-10-14T00:00:00.000Z
S-103350,P-1038,East,52,2024-06-13T00:00:00.000Z
S-103351,P-1234,North,53,2024-10-08T00:00:00.000Z
S-103352,P-1055,East,24,2024-11-04T00:00:00.000Z
S-103353,P-1175,East,72,2024-11-18T00:00:00.000Z
S-103354,P-1195,South,8,2024-12-12T00:00:00.000Z
S-103355,P-1135,South,9,2024-06-25T00:00:00.000Z
S-103356,P-1040,East,80,2024-12-09T00:00:00.000Z
S-103357,P-1112,South,52,2024-05-31T00:00:00.000Z
S-103358,P-1052,North,38,2024-12-26T00:00:00.000Z
S-103359,P-1046,East,70,2024-07-14T00:00:00.000Z
S-103360,P-1197,Central,48,2024-03-15T00:00:00.000Z
S-103361,P-1238,East,27,2024-05-06T00:00:00.000Z
S-103362,P-1124,East,5,2024-03-10T00:00:00.000Z
S-103363,P-1111,South,29,2024-05-16T00:00:00.000Z
S-103364,P-1133,South,2,2024-08-18T00:00:00.000Z
S-103365,P-1067,West,50,2024-04-02T00:00:00.000Z
S-103366,P-1014,Central,77,2024-11-30T00:00:00.000Z
S-103367,P-1127,South,27,2024-09-18T00:00:00.000Z
S-103368,P-1171,West,64,2024-03-21T00:00:00.000Z
S-103369,P-1120,East,72,2024-04-05T00:00:00.000Z
S-103370,P-1169,East,4,2024-10-23T00:00:00.000Z
S-103371,P-1194,North,56,2024-04-14T00:00:00.000Z
S-103372,P-1084,West,41,2024-06-03T00:00:00.000Z
S-103373,P-1165,Central,72,2024-03-26T00:00:00.000Z
S-103374,P-1235,West,24,2024-10-19T00:00:00.000Z
S-103375,P-1214,North,35,2024-01-27T00:00:00.000Z
S-103376,P-1203,North,45,2024-02-15T00:00:00.000Z
S-103377,P-1133,South,3,2024-04-03T00:00:00.000Z
S-103378,P-1148,East,44,2024-12-12T00:00:00.000Z
S-103379,P-1155,West,14,2024-03-08T00:00:00.000Z
S-103380,P-1100,West,4,2024-09-27T00:00:00.000Z
S-103381,P-1194,West,9,2024-09-07T00:00:00.000Z
S-103382,P-1117,North,62,2024-10-27T00:00:00.000Z
S-103383,P-1148,North,17,2024-08-27T00:00:00.000Z
S-103384,P-1127,South,8,2024-04-07T00:00:00.000Z
S-103385,P-1057,East,2,2024-12-09T00:00:00.000Z
S-103386,P-1199,Central,24,2024-11-18T00:00:00.000Z
S-103387,P-1149,West,72,2024-03-31T00:00:00.000Z
S-103388,P-1147,North,9,2024-07-14T00:00:00.000Z
S-103389,P-1060,East,25,2024-11-18T00:00:00.000Z
S-103390,P-1045,West,72,2024-08-28T00:00:00.000Z
S-103391,P-1050,West,25,2024-09-07T00:00:00.000Z
S-103392,P-1053,East,40,2024-12-23T00:00:00.000Z
S-103393,P-1118,South,33,2024-11-05T00:00:00.000Z
S-103394,P-1206,South,63,2024-09-19T00:00:00.000Z
S-103395,P-1153,East,43,2024-11-11T00:00:00.000Z
S-103396,P-1094,Central,9,2024-08-05T00:00:00.000Z
S-103397,P-1023,South,56,2024-09-16T00:00:00.000Z
S-103398,P-1038,North,50,2024-05-02T00:00:00.000Z
S-103399,P-1182,North,59,2024-04-11T00:00:00.000Z
S-103400,P-1157,North,9,2024-12-26T00:00:00.000Z
S-103401,P-1150,Central,22,2024-07-31T00:00:00.000Z
S-103402,P-1148,South,64,2024-03-21T00:00:00.000Z
S-103403,P-1047,South,65,2024-07-10T00:00:00.000Z
S-103404,P-1116,North,55,2024-09-22T00:00:00.000Z
S-103405,P-1226,South,65,2024-05-30T00:00:00.000Z
S-103406,P-1015,West,1,2024-10-15T00:00:00.000Z
S-103407,P-1229,South,57,2024-05-08T00:00:00.000Z
S-103408,P-1136,West,37,2024-03-26T00:00:00.000Z
S-103409,P-1233,South,12,2024-08-29T00:00:00.000Z
S-103410,P-1042,North,12,2024-05-17T00:00:00.000Z
S-103411,P-1182,West,16,2024-09-11T00:00:00.000Z
S-103412,P-1017,West,37,2024-02-07T00:00:00.000Z
S-103413,P-1024,West,16,2024-04-22T00:00:00.000Z
S-103414,P-1207,Central,12,2024-11-08T00:00:00.000Z
S-103415,P-1118,Central,77,2024-09-22T00:00:00.000Z
S-103416,P-1163,North,34,2024-10-08T00:00:00.000Z
S-103417,P-1234,West,40,2024-04-12T00:00:00.000Z
S-103418,P-1129,North,52,2024-08-08T00:00:00.000Z
S-103419,P-1044,Central,53,2024-09-24T00:00:00.000Z
S-103420,P-1067,East,12,2024-06-18T00:00:00.000Z
S-103421,P-1070,South,22,2024-07-06T00:00:00.000Z
S-103422,P-1202,West,58,2024-01-24T00:00:00.000Z
S-103423,P-1238,North,15,2024-07-27T00:00:00.000Z
S-103424,P-1150,East,29,2024-10-08T00:00:00.000Z
S-103425,P-1165,North,79,2024-07-12T00:00:00.000Z
S-103426,P-1203,West,45,2024-06-24T00:00:00.000Z
S-103427,P-1013,Central,69,2024-10-01T00:00:00.000Z
S-103428,P-1003,Central,19,2024-08-28T00:00:00.000Z
S-103429,P-1078,East,40,2024-04-04T00:00:00.000Z
S-103430,P-1061,North,15,2024-11-10T00:00:00.000Z
S-103431,P-1194,East,9,2024-01-10T00:00:00.000Z
S-103432,P-1016,North,31,2024-12-10T00:00:00.000Z
S-103433,P-1109,North,11,2024-02-27T00:00:00.000Z
S-103434,P-1218,South,16,2024-03-31T00:00:00.000Z
S-103435,P-1147,Central,43,2024-06-19T00:00:00.000Z
S-103436,P-1192,East,30,2024-12-07T00:00:00.000Z
S-103437,P-1157,East,67,2024-05-28T00:00:00.000Z
S-103438,P-1097,Central,3,2024-02-26T00:00:00.000Z
S-103439,P-1138,East,12,2024-02-18T00:00:00.000Z
S-103440,P-1223,East,63,2024-03-22T00:00:00.000Z
S-103441,P-1208,Central,30,2024-09-29T00:00:00.000Z
S-103442,P-1015,North,49,2024-02-29T00:00:00.000Z
S-103443,P-1123,North,69,2024-01-07T00:00:00.000Z
S-103444,P-1047,West,28,2024-05-10T00:00:00.000Z
S-103445,P-1113,East,18,2024-12-20T00:00:00.000Z
S-103446,P-1225,East,21,2024-11-12T00:00:00.000Z
S-103447,P-1007,West,80,2024-12-01T00:00:00.000Z
S-103448,P-1175,Central,37,2024-10-26T00:00:00.000Z
S-103449,P-1166,West,26,2024-12-27T00:00:00.000Z
S-103450,P-1144,Central,55,2024-10-07T00:00:00.000Z
S-103451,P-1131,North,52,2024-02-23T00:00:00.000Z
S-103452,P-1141,North,28,2024-01-11T00:00:00.000Z
S-103453,P-1017,North,4,2024-06-19T00:00:00.000Z
S-103454,P-1167,West,72,2024-04-18T00:00:00.000Z
